transport	port	service
tcp	3724	blizwow
udp	3724	blizwow
tcp	3725	na-er-tip
udp	3725	na-er-tip
tcp	3726	array-manager
udp	3726	array-manager
tcp	3727	e-mdu
udp	3727	e-mdu
tcp	3728	e-woa
udp	3728	e-woa
tcp	3729	fksp-audit
udp	3729	fksp-audit
tcp	3730	client-ctrl
udp	3730	client-ctrl
tcp	3731	smap
udp	3731	smap
tcp	3732	m-wnn
udp	3732	m-wnn
tcp	3733	multip-msg
udp	3733	multip-msg
tcp	3734	synel-data
udp	3734	synel-data
tcp	3735	pwdis
udp	3735	pwdis
tcp	3736	rs-rmi
udp	3736	rs-rmi
tcp	3737	xpanel
tcp	3738	versatalk
udp	3738	versatalk
tcp	3739	launchbird-lm
udp	3739	launchbird-lm
tcp	3740	heartbeat
udp	3740	heartbeat
tcp	3741	wysdma
udp	3741	wysdma
tcp	3742	cst-port
udp	3742	cst-port
tcp	3743	ipcs-command
udp	3743	ipcs-command
tcp	3744	sasg
udp	3744	sasg
tcp	3745	gw-call-port
udp	3745	gw-call-port
tcp	3746	linktest
udp	3746	linktest
tcp	3747	linktest-s
udp	3747	linktest-s
tcp	3748	webdata
udp	3748	webdata
tcp	3749	cimtrak
udp	3749	cimtrak
tcp	3750	cbos-ip-port
udp	3750	cbos-ip-port
tcp	3751	gprs-cube
udp	3751	gprs-cube
tcp	3752	vipremoteagent
udp	3752	vipremoteagent
tcp	3753	nattyserver
udp	3753	nattyserver
tcp	3754	timestenbroker
udp	3754	timestenbroker
tcp	3755	sas-remote-hlp
udp	3755	sas-remote-hlp
tcp	3756	canon-capt
udp	3756	canon-capt
tcp	3757	grf-port
udp	3757	grf-port
tcp	3758	apw-registry
udp	3758	apw-registry
tcp	3759	exapt-lmgr
udp	3759	exapt-lmgr
tcp	3760	adtempusclient
udp	3760	adtempusclient
tcp	3761	gsakmp
udp	3761	gsakmp
tcp	3762	gbs-smp
udp	3762	gbs-smp
tcp	3763	xo-wave
udp	3763	xo-wave
tcp	3764	mni-prot-rout
udp	3764	mni-prot-rout
tcp	3765	rtraceroute
udp	3765	rtraceroute
tcp	3766	sitewatch-s
tcp	3767	listmgr-port
udp	3767	listmgr-port
tcp	3768	rblcheckd
udp	3768	rblcheckd
tcp	3769	haipe-otnk
udp	3769	haipe-otnk
tcp	3770	cindycollab
udp	3770	cindycollab
tcp	3771	paging-port
udp	3771	paging-port
tcp	3772	ctp
udp	3772	ctp
tcp	3773	ctdhercules
udp	3773	ctdhercules
tcp	3774	zicom
udp	3774	zicom
tcp	3775	ispmmgr
udp	3775	ispmmgr
tcp	3776	dvcprov-port
udp	3776	dvcprov-port
tcp	3777	jibe-eb
udp	3777	jibe-eb
tcp	3778	c-h-it-port
udp	3778	c-h-it-port
tcp	3779	cognima
udp	3779	cognima
tcp	3780	nnp
udp	3780	nnp
tcp	3781	abcvoice-port
udp	3781	abcvoice-port
tcp	3782	iso-tp0s
udp	3782	iso-tp0s
tcp	3783	bim-pem
udp	3783	bim-pem
tcp	3784	bfd-control
udp	3784	bfd-control
tcp	3785	bfd-echo
udp	3785	bfd-echo
tcp	3786	upstriggervsw
udp	3786	upstriggervsw
tcp	3787	fintrx
udp	3787	fintrx
tcp	3788	isrp-port
udp	3788	isrp-port
tcp	3789	remotedeploy
udp	3789	remotedeploy
tcp	3790	quickbooksrds
udp	3790	quickbooksrds
tcp	3791	tvnetworkvideo
udp	3791	tvnetworkvideo
tcp	3792	sitewatch
udp	3792	sitewatch
tcp	3793	dcsoftware
udp	3793	dcsoftware
tcp	3794	jaus
udp	3794	jaus
tcp	3795	myblast
udp	3795	myblast
tcp	3796	spw-dialer
udp	3796	spw-dialer
tcp	3797	idps
udp	3797	idps
tcp	3798	minilock
udp	3798	minilock
tcp	3799	radius-dynauth
udp	3799	radius-dynauth
tcp	3800	pwgpsi
udp	3800	pwgpsi
tcp	3801	ibm-mgr
udp	3801	ibm-mgr
tcp	3802	vhd
udp	3802	vhd
tcp	3803	soniqsync
udp	3803	soniqsync
tcp	3804	iqnet-port
udp	3804	iqnet-port
tcp	3805	tcpdataserver
udp	3805	tcpdataserver
tcp	3806	wsmlb
udp	3806	wsmlb
tcp	3807	spugna
udp	3807	spugna
tcp	3808	sun-as-iiops-ca
udp	3808	sun-as-iiops-ca
tcp	3809	apocd
udp	3809	apocd
tcp	3810	wlanauth
udp	3810	wlanauth
tcp	3811	amp
udp	3811	amp
tcp	3812	neto-wol-server
udp	3812	neto-wol-server
tcp	3813	rap-ip
udp	3813	rap-ip
tcp	3814	neto-dcs
udp	3814	neto-dcs
tcp	3815	lansurveyorxml
udp	3815	lansurveyorxml
tcp	3816	sunlps-http
udp	3816	sunlps-http
tcp	3817	tapeware
udp	3817	tapeware
tcp	3818	crinis-hb
udp	3818	crinis-hb
tcp	3819	epl-slp
udp	3819	epl-slp
tcp	3820	scp
udp	3820	scp
tcp	3821	pmcp
udp	3821	pmcp
tcp	3822	acp-discovery
udp	3822	acp-discovery
tcp	3823	acp-conduit
udp	3823	acp-conduit
tcp	3824	acp-policy
udp	3824	acp-policy
tcp	3825	ffserver
udp	3825	ffserver
tcp	3826	warmux
udp	3826	warmux
tcp	3827	netmpi
udp	3827	netmpi
tcp	3828	neteh
udp	3828	neteh
tcp	3829	neteh-ext
udp	3829	neteh-ext
tcp	3830	cernsysmgmtagt
udp	3830	cernsysmgmtagt
tcp	3831	dvapps
udp	3831	dvapps
tcp	3832	xxnetserver
udp	3832	xxnetserver
tcp	3833	aipn-auth
udp	3833	aipn-auth
tcp	3834	spectardata
udp	3834	spectardata
tcp	3835	spectardb
udp	3835	spectardb
tcp	3836	markem-dcp
udp	3836	markem-dcp
tcp	3837	mkm-discovery
udp	3837	mkm-discovery
tcp	3838	sos
udp	3838	sos
tcp	3839	amx-rms
udp	3839	amx-rms
tcp	3840	flirtmitmir
udp	3840	flirtmitmir
tcp	3841	shiprush-db-svr
tcp	3842	nhci
udp	3842	nhci
tcp	3843	quest-agent
udp	3843	quest-agent
tcp	3844	rnm
udp	3844	rnm
tcp	3845	v-one-spp
udp	3845	v-one-spp
tcp	3846	an-pcp
udp	3846	an-pcp
tcp	3847	msfw-control
udp	3847	msfw-control
tcp	3848	item
udp	3848	item
tcp	3849	spw-dnspreload
udp	3849	spw-dnspreload
tcp	3850	qtms-bootstrap
udp	3850	qtms-bootstrap
tcp	3851	spectraport
udp	3851	spectraport
tcp	3852	sse-app-config
udp	3852	sse-app-config
tcp	3853	sscan
udp	3853	sscan
tcp	3854	stryker-com
udp	3854	stryker-com
tcp	3855	opentrac
udp	3855	opentrac
tcp	3856	informer
udp	3856	informer
tcp	3857	trap-port
udp	3857	trap-port
tcp	3858	trap-port-mom
udp	3858	trap-port-mom
tcp	3859	nav-port
udp	3859	nav-port
tcp	3860	sasp
udp	3860	sasp
tcp	3861	winshadow-hd
udp	3861	winshadow-hd
tcp	3862	giga-pocket
udp	3862	giga-pocket
tcp	3863	asap-tcp
udp	3863	asap-udp
tcp	3864	asap-tcp-tls
tcp	3865	xpl
udp	3865	xpl
tcp	3866	dzdaemon
udp	3866	dzdaemon
tcp	3867	dzoglserver
udp	3867	dzoglserver
tcp	3868	diameter
tcp	3869	ovsam-mgmt
udp	3869	ovsam-mgmt
tcp	3870	ovsam-d-agent
udp	3870	ovsam-d-agent
tcp	3871	avocent-adsap
udp	3871	avocent-adsap
tcp	3872	oem-agent
udp	3872	oem-agent
tcp	3873	fagordnc
udp	3873	fagordnc
tcp	3874	sixxsconfig
udp	3874	sixxsconfig
tcp	3875	pnbscada
udp	3875	pnbscada
tcp	3876	dl-agent
tcp	3876	dl_agent
udp	3876	dl-agent
udp	3876	dl_agent
tcp	3877	xmpcr-interface
udp	3877	xmpcr-interface
tcp	3878	fotogcad
udp	3878	fotogcad
tcp	3879	appss-lm
udp	3879	appss-lm
tcp	3880	igrs
udp	3880	igrs
tcp	3881	idac
udp	3881	idac
tcp	3882	msdts1
udp	3882	msdts1
tcp	3883	vrpn
udp	3883	vrpn
tcp	3884	softrack-meter
udp	3884	softrack-meter
tcp	3885	topflow-ssl
udp	3885	topflow-ssl
tcp	3886	nei-management
udp	3886	nei-management
tcp	3887	ciphire-data
udp	3887	ciphire-data
tcp	3888	ciphire-serv
udp	3888	ciphire-serv
tcp	3889	dandv-tester
udp	3889	dandv-tester
tcp	3890	ndsconnect
udp	3890	ndsconnect
tcp	3891	rtc-pm-port
udp	3891	rtc-pm-port
tcp	3892	pcc-image-port
udp	3892	pcc-image-port
tcp	3893	cgi-starapi
udp	3893	cgi-starapi
tcp	3894	syam-agent
udp	3894	syam-agent
tcp	3895	syam-smc
udp	3895	syam-smc
tcp	3896	sdo-tls
udp	3896	sdo-tls
tcp	3897	sdo-ssh
udp	3897	sdo-ssh
tcp	3898	senip
udp	3898	senip
tcp	3899	itv-control
udp	3899	itv-control
tcp	3900	udt-os
tcp	3900	udt_os
udp	3900	udt-os
udp	3900	udt_os
tcp	3901	nimsh
udp	3901	nimsh
tcp	3902	nimaux
udp	3902	nimaux
tcp	3903	charsetmgr
udp	3903	charsetmgr
tcp	3904	omnilink-port
udp	3904	omnilink-port
tcp	3905	mupdate
udp	3905	mupdate
tcp	3906	topovista-data
udp	3906	topovista-data
tcp	3907	imoguia-port
udp	3907	imoguia-port
tcp	3908	hppronetman
udp	3908	hppronetman
tcp	3909	surfcontrolcpa
udp	3909	surfcontrolcpa
tcp	3910	prnrequest
udp	3910	prnrequest
tcp	3911	prnstatus
udp	3911	prnstatus
tcp	3912	gbmt-stars
udp	3912	gbmt-stars
tcp	3913	listcrt-port
udp	3913	listcrt-port
tcp	3914	listcrt-port-2
udp	3914	listcrt-port-2
tcp	3915	agcat
udp	3915	agcat
tcp	3916	wysdmc
udp	3916	wysdmc
tcp	3917	aftmux
udp	3917	aftmux
tcp	3918	pktcablemmcops
udp	3918	pktcablemmcops
tcp	3919	hyperip
udp	3919	hyperip
tcp	3920	exasoftport1
udp	3920	exasoftport1
tcp	3921	herodotus-net
udp	3921	herodotus-net
tcp	3922	sor-update
udp	3922	sor-update
tcp	3923	symb-sb-port
udp	3923	symb-sb-port
tcp	3924	mpl-gprs-port
udp	3924	mpl-gprs-port
tcp	3925	zmp
udp	3925	zmp
tcp	3926	winport
udp	3926	winport
tcp	3927	natdataservice
udp	3927	natdataservice
tcp	3928	netboot-pxe
udp	3928	netboot-pxe
tcp	3929	smauth-port
udp	3929	smauth-port
tcp	3930	syam-webserver
udp	3930	syam-webserver
tcp	3931	msr-plugin-port
udp	3931	msr-plugin-port
tcp	3932	dyn-site
udp	3932	dyn-site
tcp	3933	plbserve-port
udp	3933	plbserve-port
tcp	3934	sunfm-port
udp	3934	sunfm-port
tcp	3935	sdp-portmapper
udp	3935	sdp-portmapper
tcp	3936	mailprox
udp	3936	mailprox
tcp	3937	dvbservdsc
udp	3937	dvbservdsc
tcp	3938	dbcontrol-agent
tcp	3938	dbcontrol_agent
udp	3938	dbcontrol-agent
udp	3938	dbcontrol_agent
tcp	3939	aamp
udp	3939	aamp
tcp	3940	xecp-node
udp	3940	xecp-node
tcp	3941	homeportal-web
udp	3941	homeportal-web
tcp	3942	srdp
udp	3942	srdp
tcp	3943	tig
udp	3943	tig
tcp	3944	sops
udp	3944	sops
tcp	3945	emcads
udp	3945	emcads
tcp	3946	backupedge
udp	3946	backupedge
tcp	3947	ccp
udp	3947	ccp
tcp	3948	apdap
udp	3948	apdap
tcp	3949	drip
udp	3949	drip
tcp	3950	namemunge
udp	3950	namemunge
tcp	3951	pwgippfax
udp	3951	pwgippfax
tcp	3952	i3-sessionmgr
udp	3952	i3-sessionmgr
tcp	3953	xmlink-connect
udp	3953	xmlink-connect
tcp	3954	adrep
udp	3954	adrep
tcp	3955	p2pcommunity
udp	3955	p2pcommunity
tcp	3956	gvcp
udp	3956	gvcp
tcp	3957	mqe-broker
udp	3957	mqe-broker
tcp	3958	mqe-agent
udp	3958	mqe-agent
tcp	3959	treehopper
udp	3959	treehopper
tcp	3960	bess
udp	3960	bess
tcp	3961	proaxess
udp	3961	proaxess
tcp	3962	sbi-agent
udp	3962	sbi-agent
tcp	3963	thrp
udp	3963	thrp
tcp	3964	sasggprs
udp	3964	sasggprs
tcp	3965	ati-ip-to-ncpe
udp	3965	ati-ip-to-ncpe
tcp	3966	bflckmgr
udp	3966	bflckmgr
tcp	3967	ppsms
udp	3967	ppsms
tcp	3968	ianywhere-dbns
udp	3968	ianywhere-dbns
tcp	3969	landmarks
udp	3969	landmarks
tcp	3970	lanrevagent
udp	3970	lanrevagent
tcp	3971	lanrevserver
udp	3971	lanrevserver
tcp	3972	iconp
udp	3972	iconp
tcp	3973	progistics
udp	3973	progistics
tcp	3974	citysearch
udp	3974	citysearch
tcp	3975	airshot
udp	3975	airshot
tcp	3976	opswagent
udp	3976	opswagent
tcp	3977	opswmanager
udp	3977	opswmanager
tcp	3978	secure-cfg-svr
udp	3978	secure-cfg-svr
tcp	3979	smwan
udp	3979	smwan
tcp	3980	acms
udp	3980	acms
tcp	3981	starfish
udp	3981	starfish
tcp	3982	eis
udp	3982	eis
tcp	3983	eisp
udp	3983	eisp
tcp	3984	mapper-nodemgr
udp	3984	mapper-nodemgr
tcp	3985	mapper-mapethd
udp	3985	mapper-mapethd
tcp	3986	mapper-ws-ethd
tcp	3986	mapper-ws_ethd
udp	3986	mapper-ws-ethd
udp	3986	mapper-ws_ethd
tcp	3987	centerline
udp	3987	centerline
tcp	3988	dcs-config
udp	3988	dcs-config
tcp	3989	bv-queryengine
udp	3989	bv-queryengine
tcp	3990	bv-is
udp	3990	bv-is
tcp	3991	bv-smcsrv
udp	3991	bv-smcsrv
tcp	3992	bv-ds
udp	3992	bv-ds
tcp	3993	bv-agent
udp	3993	bv-agent
tcp	3995	iss-mgmt-ssl
udp	3995	iss-mgmt-ssl
tcp	3996	abcsoftware
udp	3996	abcsoftware
tcp	3997	agentsease-db
udp	3997	agentsease-db
tcp	3998	dnx
udp	3998	dnx
tcp	3999	nvcnet
udp	3999	nvcnet
tcp	4000	terabase
udp	4000	terabase
tcp	4001	newoak
udp	4001	newoak
tcp	4002	pxc-spvr-ft
udp	4002	pxc-spvr-ft
tcp	4003	pxc-splr-ft
udp	4003	pxc-splr-ft
tcp	4004	pxc-roid
udp	4004	pxc-roid
tcp	4005	pxc-pin
udp	4005	pxc-pin
tcp	4006	pxc-spvr
udp	4006	pxc-spvr
tcp	4007	pxc-splr
udp	4007	pxc-splr
tcp	4008	netcheque
udp	4008	netcheque
tcp	4009	chimera-hwm
udp	4009	chimera-hwm
tcp	4010	samsung-unidex
udp	4010	samsung-unidex
tcp	4011	altserviceboot
udp	4011	altserviceboot
tcp	4012	pda-gate
udp	4012	pda-gate
tcp	4013	acl-manager
udp	4013	acl-manager
tcp	4014	taiclock
udp	4014	taiclock
tcp	4015	talarian-mcast1
udp	4015	talarian-mcast1
tcp	4016	talarian-mcast2
udp	4016	talarian-mcast2
tcp	4017	talarian-mcast3
udp	4017	talarian-mcast3
tcp	4018	talarian-mcast4
udp	4018	talarian-mcast4
tcp	4019	talarian-mcast5
udp	4019	talarian-mcast5
tcp	4020	trap
udp	4020	trap
tcp	4021	nexus-portal
udp	4021	nexus-portal
tcp	4022	dnox
udp	4022	dnox
tcp	4023	esnm-zoning
udp	4023	esnm-zoning
tcp	4024	tnp1-port
udp	4024	tnp1-port
tcp	4025	partimage
udp	4025	partimage
tcp	4026	as-debug
udp	4026	as-debug
tcp	4027	bxp
udp	4027	bxp
tcp	4028	dtserver-port
udp	4028	dtserver-port
tcp	4029	ip-qsig
udp	4029	ip-qsig
tcp	4030	jdmn-port
udp	4030	jdmn-port
tcp	4031	suucp
udp	4031	suucp
tcp	4032	vrts-auth-port
udp	4032	vrts-auth-port
tcp	4033	sanavigator
udp	4033	sanavigator
tcp	4034	ubxd
udp	4034	ubxd
tcp	4035	wap-push-http
udp	4035	wap-push-http
tcp	4036	wap-push-https
udp	4036	wap-push-https
tcp	4037	ravehd
udp	4037	ravehd
tcp	4038	fazzt-ptp
udp	4038	fazzt-ptp
tcp	4039	fazzt-admin
udp	4039	fazzt-admin
tcp	4040	yo-main
udp	4040	yo-main
tcp	4041	houston
udp	4041	houston
tcp	4042	ldxp
udp	4042	ldxp
tcp	4043	nirp
udp	4043	nirp
tcp	4044	ltp
udp	4044	ltp
tcp	4045	npp
udp	4045	npp
tcp	4046	acp-proto
udp	4046	acp-proto
tcp	4047	ctp-state
udp	4047	ctp-state
tcp	4049	wafs
udp	4049	wafs
tcp	4050	cisco-wafs
udp	4050	cisco-wafs
tcp	4051	cppdp
udp	4051	cppdp
tcp	4052	interact
udp	4052	interact
tcp	4053	ccu-comm-1
udp	4053	ccu-comm-1
tcp	4054	ccu-comm-2
udp	4054	ccu-comm-2
tcp	4055	ccu-comm-3
udp	4055	ccu-comm-3
tcp	4056	lms
udp	4056	lms
tcp	4057	wfm
udp	4057	wfm
tcp	4058	kingfisher
udp	4058	kingfisher
tcp	4059	dlms-cosem
udp	4059	dlms-cosem
tcp	4060	dsmeter-iatc
tcp	4060	dsmeter_iatc
udp	4060	dsmeter-iatc
udp	4060	dsmeter_iatc
tcp	4061	ice-location
udp	4061	ice-location
tcp	4062	ice-slocation
udp	4062	ice-slocation
tcp	4063	ice-router
udp	4063	ice-router
tcp	4064	ice-srouter
udp	4064	ice-srouter
tcp	4065	avanti-cdp
tcp	4065	avanti_cdp
udp	4065	avanti-cdp
udp	4065	avanti_cdp
tcp	4066	pmas
udp	4066	pmas
tcp	4067	idp
udp	4067	idp
tcp	4068	ipfltbcst
udp	4068	ipfltbcst
tcp	4069	minger
udp	4069	minger
tcp	4070	tripe
udp	4070	tripe
tcp	4071	aibkup
udp	4071	aibkup
tcp	4072	zieto-sock
udp	4072	zieto-sock
tcp	4073	iRAPP
udp	4073	iRAPP
tcp	4074	cequint-cityid
udp	4074	cequint-cityid
tcp	4075	perimlan
udp	4075	perimlan
tcp	4076	seraph
udp	4076	seraph
udp	4077	ascomalarm
tcp	4078	cssp
tcp	4079	santools
udp	4079	santools
tcp	4080	lorica-in
udp	4080	lorica-in
tcp	4081	lorica-in-sec
udp	4081	lorica-in-sec
tcp	4082	lorica-out
udp	4082	lorica-out
tcp	4083	lorica-out-sec
udp	4083	lorica-out-sec
udp	4084	fortisphere-vm
tcp	4085	ezmessagesrv
udp	4086	ftsync
tcp	4087	applusservice
tcp	4088	npsp
tcp	4089	opencore
udp	4089	opencore
tcp	4090	omasgport
udp	4090	omasgport
tcp	4091	ewinstaller
udp	4091	ewinstaller
tcp	4092	ewdgs
udp	4092	ewdgs
tcp	4093	pvxpluscs
udp	4093	pvxpluscs
tcp	4094	sysrqd
udp	4094	sysrqd
tcp	4095	xtgui
udp	4095	xtgui
tcp	4096	bre
udp	4096	bre
tcp	4097	patrolview
udp	4097	patrolview
tcp	4098	drmsfsd
udp	4098	drmsfsd
tcp	4099	dpcp
udp	4099	dpcp
tcp	4100	igo-incognito
udp	4100	igo-incognito
tcp	4101	brlp-0
udp	4101	brlp-0
tcp	4102	brlp-1
udp	4102	brlp-1
tcp	4103	brlp-2
udp	4103	brlp-2
tcp	4104	brlp-3
udp	4104	brlp-3
tcp	4105	shofar
udp	4105	shofar
tcp	4106	synchronite
udp	4106	synchronite
tcp	4107	j-ac
udp	4107	j-ac
tcp	4108	accel
udp	4108	accel
tcp	4109	izm
udp	4109	izm
tcp	4110	g2tag
udp	4110	g2tag
tcp	4111	xgrid
udp	4111	xgrid
tcp	4112	apple-vpns-rp
udp	4112	apple-vpns-rp
tcp	4113	aipn-reg
udp	4113	aipn-reg
tcp	4114	jomamqmonitor
udp	4114	jomamqmonitor
tcp	4115	cds
udp	4115	cds
tcp	4116	smartcard-tls
udp	4116	smartcard-tls
tcp	4117	hillrserv
udp	4117	hillrserv
tcp	4118	netscript
udp	4118	netscript
tcp	4119	assuria-slm
udp	4119	assuria-slm
tcp	4120	minirem
tcp	4121	e-builder
udp	4121	e-builder
tcp	4122	fprams
udp	4122	fprams
tcp	4123	z-wave
udp	4123	z-wave
tcp	4124	tigv2
udp	4124	tigv2
tcp	4125	opsview-envoy
udp	4125	opsview-envoy
tcp	4126	ddrepl
udp	4126	ddrepl
tcp	4127	unikeypro
udp	4127	unikeypro
tcp	4128	nufw
udp	4128	nufw
tcp	4129	nuauth
udp	4129	nuauth
tcp	4130	fronet
udp	4130	fronet
tcp	4131	stars
udp	4131	stars
tcp	4132	nuts-dem
tcp	4132	nuts_dem
udp	4132	nuts-dem
udp	4132	nuts_dem
tcp	4133	nuts-bootp
tcp	4133	nuts_bootp
udp	4133	nuts-bootp
udp	4133	nuts_bootp
tcp	4134	nifty-hmi
udp	4134	nifty-hmi
tcp	4135	cl-db-attach
udp	4135	cl-db-attach
tcp	4136	cl-db-request
udp	4136	cl-db-request
tcp	4137	cl-db-remote
udp	4137	cl-db-remote
tcp	4138	nettest
udp	4138	nettest
tcp	4139	thrtx
udp	4139	thrtx
tcp	4140	cedros-fds
tcp	4140	cedros_fds
udp	4140	cedros-fds
udp	4140	cedros_fds
tcp	4141	oirtgsvc
udp	4141	oirtgsvc
tcp	4142	oidocsvc
udp	4142	oidocsvc
tcp	4143	oidsr
udp	4143	oidsr
tcp	4145	vvr-control
udp	4145	vvr-control
tcp	4146	tgcconnect
udp	4146	tgcconnect
tcp	4147	vrxpservman
udp	4147	vrxpservman
tcp	4148	hhb-handheld
udp	4148	hhb-handheld
tcp	4149	agslb
udp	4149	agslb
tcp	4150	PowerAlert-nsa
udp	4150	PowerAlert-nsa
tcp	4151	menandmice-noh
tcp	4151	menandmice_noh
udp	4151	menandmice-noh
udp	4151	menandmice_noh
tcp	4152	idig-mux
tcp	4152	idig_mux
udp	4152	idig-mux
udp	4152	idig_mux
tcp	4153	mbl-battd
udp	4153	mbl-battd
tcp	4154	atlinks
udp	4154	atlinks
tcp	4155	bzr
udp	4155	bzr
tcp	4156	stat-results
udp	4156	stat-results
tcp	4157	stat-scanner
udp	4157	stat-scanner
tcp	4158	stat-cc
udp	4158	stat-cc
tcp	4159	nss
udp	4159	nss
tcp	4160	jini-discovery
udp	4160	jini-discovery
tcp	4161	omscontact
udp	4161	omscontact
tcp	4162	omstopology
udp	4162	omstopology
tcp	4163	silverpeakpeer
udp	4163	silverpeakpeer
tcp	4164	silverpeakcomm
udp	4164	silverpeakcomm
tcp	4165	altcp
udp	4165	altcp
tcp	4166	joost
udp	4166	joost
tcp	4167	ddgn
udp	4167	ddgn
tcp	4168	pslicser
udp	4168	pslicser
tcp	4169	iadt
udp	4169	iadt-disc
tcp	4170	d-cinema-csp
tcp	4171	ml-svnet
tcp	4172	pcoip
udp	4172	pcoip
udp	4173	mma-discovery
tcp	4174	smcluster
udp	4174	sm-disc
tcp	4175	bccp
tcp	4176	tl-ipcproxy
tcp	4177	wello
udp	4177	wello
tcp	4178	storman
udp	4178	storman
tcp	4179	MaxumSP
udp	4179	MaxumSP
tcp	4180	httpx
udp	4180	httpx
tcp	4181	macbak
udp	4181	macbak
tcp	4182	pcptcpservice
udp	4182	pcptcpservice
tcp	4183	cyborgnet
udp	4183	cyborgnet
tcp	4184	universe-suite
tcp	4184	universe_suite
udp	4184	universe-suite
udp	4184	universe_suite
tcp	4185	wcpp
udp	4185	wcpp
tcp	4186	boxbackupstore
tcp	4187	csc-proxy
tcp	4187	csc_proxy
tcp	4188	vatata
udp	4188	vatata
tcp	4189	pcep
tcp	4190	sieve
udp	4191	dsmipv6
tcp	4192	azeti
udp	4192	azeti-bd
tcp	4193	pvxplusio
tcp	4197	hctl
udp	4197	hctl
tcp	4199	eims-admin
udp	4199	eims-admin
tcp	4300	corelccam
udp	4300	corelccam
tcp	4301	d-data
udp	4301	d-data
tcp	4302	d-data-control
udp	4302	d-data-control
tcp	4303	srcp
udp	4303	srcp
tcp	4304	owserver
udp	4304	owserver
tcp	4305	batman
udp	4305	batman
tcp	4306	pinghgl
udp	4306	pinghgl
tcp	4307	trueconf
udp	4307	trueconf
tcp	4308	compx-lockview
udp	4308	compx-lockview
tcp	4309	dserver
udp	4309	dserver
tcp	4310	mirrtex
udp	4310	mirrtex
tcp	4311	p6ssmc
tcp	4312	pscl-mgt
tcp	4313	perrla
tcp	4314	choiceview-agt
tcp	4316	choiceview-clt
tcp	4320	fdt-rcatp
udp	4320	fdt-rcatp
tcp	4321	rwhois
udp	4321	rwhois
tcp	4322	trim-event
udp	4322	trim-event
tcp	4323	trim-ice
udp	4323	trim-ice
tcp	4325	geognosisman
udp	4325	geognosisman
tcp	4326	geognosis
udp	4326	geognosis
tcp	4327	jaxer-web
udp	4327	jaxer-web
tcp	4328	jaxer-manager
udp	4328	jaxer-manager
tcp	4329	publiqare-sync
tcp	4330	dey-sapi
tcp	4331	ktickets-rest
tcp	4333	ahsp
udp	4333	ahsp
tcp	4334	netconf-ch-ssh
tcp	4335	netconf-ch-tls
tcp	4336	restconf-ch-tls
tcp	4340	gaia
udp	4340	gaia
tcp	4341	lisp-data
udp	4341	lisp-data
tcp	4342	lisp-cons
udp	4342	lisp-control
tcp	4343	unicall
udp	4343	unicall
tcp	4344	vinainstall
udp	4344	vinainstall
tcp	4345	m4-network-as
udp	4345	m4-network-as
tcp	4346	elanlm
udp	4346	elanlm
tcp	4347	lansurveyor
udp	4347	lansurveyor
tcp	4348	itose
udp	4348	itose
tcp	4349	fsportmap
udp	4349	fsportmap
tcp	4350	net-device
udp	4350	net-device
tcp	4351	plcy-net-svcs
udp	4351	plcy-net-svcs
tcp	4352	pjlink
udp	4352	pjlink
tcp	4353	f5-iquery
udp	4353	f5-iquery
tcp	4354	qsnet-trans
udp	4354	qsnet-trans
tcp	4355	qsnet-workst
udp	4355	qsnet-workst
tcp	4356	qsnet-assist
udp	4356	qsnet-assist
tcp	4357	qsnet-cond
udp	4357	qsnet-cond
tcp	4358	qsnet-nucl
udp	4358	qsnet-nucl
tcp	4359	omabcastltkm
udp	4359	omabcastltkm
tcp	4360	matrix-vnet
tcp	4360	matrix_vnet
udp	4361	nacnl
udp	4362	afore-vdp-disc
udp	4366	shadowstream
tcp	4368	wxbrief
udp	4368	wxbrief
tcp	4369	epmd
udp	4369	epmd
tcp	4370	elpro-tunnel
tcp	4370	elpro_tunnel
udp	4370	elpro-tunnel
udp	4370	elpro_tunnel
tcp	4371	l2c-control
udp	4371	l2c-disc
tcp	4372	l2c-data
udp	4372	l2c-data
tcp	4373	remctl
udp	4373	remctl
tcp	4374	psi-ptt
tcp	4375	tolteces
udp	4375	tolteces
tcp	4376	bip
udp	4376	bip
tcp	4377	cp-spxsvr
udp	4377	cp-spxsvr
tcp	4378	cp-spxdpy
udp	4378	cp-spxdpy
tcp	4379	ctdb
udp	4379	ctdb
tcp	4389	xandros-cms
udp	4389	xandros-cms
tcp	4390	wiegand
udp	4390	wiegand
tcp	4391	apwi-imserver
tcp	4392	apwi-rxserver
tcp	4393	apwi-rxspooler
udp	4394	apwi-disc
tcp	4395	omnivisionesx
udp	4395	omnivisionesx
tcp	4396	fly
tcp	4400	ds-srv
udp	4400	ds-srv
tcp	4401	ds-srvr
udp	4401	ds-srvr
tcp	4402	ds-clnt
udp	4402	ds-clnt
tcp	4403	ds-user
udp	4403	ds-user
tcp	4404	ds-admin
udp	4404	ds-admin
tcp	4405	ds-mail
udp	4405	ds-mail
tcp	4406	ds-slp
udp	4406	ds-slp
tcp	4407	nacagent
tcp	4408	slscc
tcp	4409	netcabinet-com
tcp	4410	itwo-server
tcp	4411	found
udp	4412	smallchat
tcp	4413	avi-nms
udp	4413	avi-nms-disc
tcp	4414	updog
tcp	4415	brcd-vr-req
tcp	4416	pjj-player
udp	4416	pjj-player-disc
tcp	4417	workflowdir
